2, 8, 1, 1, 7, 5, 1, 5, 5, 2
2, 1, 8, 1, 7, 5, 1, 5, 5, 2
2, 1, 1, 8, 7, 5, 1, 5, 5, 2
2, 1, 1, 7, 8, 5, 1, 5, 5, 2
2, 1, 1, 7, 5, 8, 1, 5, 5, 2
2, 1, 1, 7, 5, 1, 8, 5, 5, 2
2, 1, 1, 7, 5, 1, 5, 8, 5, 2
2, 1, 1, 7, 5, 1, 5, 5, 8, 2
2, 1, 1, 7, 5, 1, 5, 5, 2, 8
1, 2, 1, 7, 5, 1, 5, 5, 2, 8
1, 1, 2, 7, 5, 1, 5, 5, 2, 8
1, 1, 2, 7, 5, 1, 5, 5, 2, 8
1, 1, 2, 5, 7, 1, 5, 5, 2, 8
1, 1, 2, 5, 1, 7, 5, 5, 2, 8
1, 1, 2, 5, 1, 5, 7, 5, 2, 8
1, 1, 2, 5, 1, 5, 5, 7, 2, 8
1, 1, 2, 5, 1, 5, 5, 2, 7, 8
1, 1, 2, 5, 1, 5, 5, 2, 7, 8
1, 1, 2, 5, 1, 5, 5, 2, 7, 8
1, 1, 2, 5, 1, 5, 5, 2, 7, 8
1, 1, 2, 1, 5, 5, 5, 2, 7, 8
1, 1, 2, 1, 5, 5, 5, 2, 7, 8
1, 1, 2, 1, 5, 5, 5, 2, 7, 8
1, 1, 2, 1, 5, 5, 2, 5, 7, 8
1, 1, 2, 1, 5, 5, 2, 5, 7, 8
1, 1, 2, 1, 5, 5, 2, 5, 7, 8
1, 1, 1, 2, 5, 5, 2, 5, 7, 8
1, 1, 1, 2, 5, 5, 2, 5, 7, 8
1, 1, 1, 2, 5, 5, 2, 5, 7, 8
1, 1, 1, 2, 5, 2, 5, 5, 7, 8
1, 1, 1, 2, 5, 2, 5, 5, 7, 8
1, 1, 1, 2, 5, 2, 5, 5, 7, 8
1, 1, 1, 2, 5, 2, 5, 5, 7, 8
1, 1, 1, 2, 5, 2, 5, 5, 7, 8
1, 1, 1, 2, 2, 5, 5, 5, 7, 8
1, 1, 1, 2, 2, 5, 5, 5, 7, 8
1, 1, 1, 2, 2, 5, 5, 5, 7, 8
1, 1, 1, 2, 2, 5, 5, 5, 7, 8
1, 1, 1, 2, 2, 5, 5, 5, 7, 8
1, 1, 1, 2, 2, 5, 5, 5, 7, 8
1, 1, 1, 2, 2, 5, 5, 5, 7, 8
1, 1, 1, 2, 2, 5, 5, 5, 7, 8
1, 1, 1, 2, 2, 5, 5, 5, 7, 8
1, 1, 1, 2, 2, 5, 5, 5, 7, 8
1, 1, 1, 2, 2, 5, 5, 5, 7, 8
